workerid,firstutterance,predicate,noun,gender,class,nounclass,slide_number,copula,response
4,es,espa&ntilde;ol,pl&aacute;tano,masculine,nationality,food,28,ser,0.03
5,es,viejo,manzana,feminine,age,food,3,ser,0.97
5,es,cuadrado,pl&aacute;tano,masculine,shape,food,4,ser,0.01
5,es,morado,silla,feminine,color,furniture,5,ser,0.97
5,no es,peque&ntilde;o,televisi&oacute;n ,feminine,size,furniture,6,ser,0.97
5,no es,corto,sof&aacute; ,masculine,size,furniture,7,ser,0.96
5,es,suave,queso,masculine,texture,food,8,ser,0.92
5,no es,liso,ventilador,masculine,texture,furniture,9,ser,0.96
5,no es,enorme,zanahoria,feminine,size,food,10,ser,0.96
5,no es,espa&ntilde;ol,queso,masculine,nationality,food,11,ser,0.98
5,no est&aacute;,podrido,ventilador,masculine,age,furniture,12,estar,0
5,no es,amarillo,sof&aacute; ,masculine,color,furniture,13,ser,0.93
5,es,grande,silla,feminine,size,furniture,14,ser,0.95
5,no es,americano,ventilador,masculine,nationality,furniture,15,ser,0.96
5,no es,bueno,zanahoria,feminine,quality,food,16,ser,0.98
5,es,malo,silla,feminine,quality,furniture,17,ser,0.99
5,no es,largo,silla,feminine,size,furniture,18,ser,0.96
5,es,mexicano,televisi&oacute;n ,feminine,nationality,furniture,19,ser,0.99
5,no es,verde,tomate,masculine,color,food,20,ser,0.91
5,no es,fresco,pl&aacute;tano,masculine,age,food,21,ser,1
5,no es,nuevo,silla,feminine,age,furniture,22,ser,0.98
5,es,marr&oacute;n,televisi&oacute;n ,feminine,color,furniture,23,ser,0.98
5,no es,min&uacute;sculo,sof&aacute; ,masculine,size,furniture,24,ser,0.99
5,es,rojo,tomate,masculine,color,food,25,ser,0.98
5,no es,azul,silla,feminine,color,furniture,26,ser,0.97
5,es,redondo,televisi&oacute;n ,feminine,shape,furniture,27,ser,0
5,no es,duro,tomate,masculine,texture,food,28,ser,0.98
6,es,rojo,escritorio,masculine,color,furniture,3,ser,0.34
6,no es,marr&oacute;n,tomate,masculine,color,food,4,ser,0.52
6,es,fresco,zanahoria,feminine,age,food,5,ser,0.5
6,es,min&uacute;sculo,escritorio,masculine,size,furniture,6,ser,0.52
6,es,nuevo,silla,feminine,age,furniture,7,ser,0.59
6,es,espa&ntilde;ol,manzana,feminine,nationality,food,8,ser,0.25
6,es,azul,pl&aacute;tano,masculine,color,food,9,ser,0.83
6,es,morado,ventilador,masculine,color,furniture,10,ser,0.74
6,no es,americano,pl&aacute;tano,masculine,nationality,food,11,ser,0.75
6,no es,suave,silla,feminine,texture,furniture,12,ser,0.79
6,no es,mexicano,escritorio,masculine,nationality,furniture,13,ser,0.81
6,no es,viejo,manzana,feminine,age,food,14,ser,0.83
6,no es,malo,zanahoria,feminine,quality,food,15,ser,0.81
6,no es,corto,ventilador,masculine,size,furniture,16,ser,0.44
6,es,peque&ntilde;o,queso,masculine,size,food,17,ser,0.62
6,no es,liso,zanahoria,feminine,texture,food,18,ser,0.24
6,est&aacute;,podrido,manzana,feminine,age,food,19,estar,0.6
6,no es,cuadrado,queso,masculine,shape,food,20,ser,0.62
6,no es,bueno,ventilador,masculine,quality,furniture,21,ser,0.62
6,es,verde,zanahoria,feminine,color,food,22,ser,0.78
6,no es,largo,tomate,masculine,size,food,23,ser,0.41
6,no es,amarillo,escritorio,masculine,color,furniture,24,ser,0.67
6,no es,duro,pl&aacute;tano,masculine,texture,food,25,ser,0.44
6,es,redondo,manzana,feminine,shape,food,26,ser,0.65
6,es,grande,televisi&oacute;n ,feminine,size,furniture,27,ser,0.2
6,no es,enorme,escritorio,masculine,size,furniture,28,ser,0.74
7,es,redondo,zanahoria,feminine,shape,food,3,ser,0.52
7,es,espa&ntilde;ol,silla,feminine,nationality,furniture,4,ser,0.5
7,es,duro,queso,masculine,texture,food,5,ser,0.57
7,no es,enorme,escritorio,masculine,size,furniture,6,ser,0.52
7,no est&aacute;,podrido,queso,masculine,age,food,7,estar,0.53
7,es,azul,tomate,masculine,color,food,8,ser,0.56
7,no es,suave,manzana,feminine,texture,food,9,ser,0.56
7,no es,marr&oacute;n,silla,feminine,color,furniture,10,ser,0.5
7,es,verde,escritorio,masculine,color,furniture,11,ser,0.47
7,es,grande,zanahoria,feminine,size,food,12,ser,0.64
7,es,peque&ntilde;o,tomate,masculine,size,food,13,ser,0.66
7,es,fresco,escritorio,masculine,age,furniture,14,ser,0.71
7,no es,viejo,zanahoria,feminine,age,food,15,ser,0.57
7,no es,cuadrado,televisi&oacute;n ,feminine,shape,furniture,16,ser,0.59
7,es,liso,sof&aacute; ,masculine,texture,furniture,17,ser,0.6
7,es,americano,pl&aacute;tano,masculine,nationality,food,18,ser,0.58
7,no es,nuevo,ventilador,masculine,age,furniture,19,ser,0.57
7,no es,morado,queso,masculine,color,food,20,ser,0.54
7,es,largo,sof&aacute; ,masculine,size,furniture,21,ser,0.55
7,es,bueno,queso,masculine,quality,food,22,ser,0.59
7,es,malo,pl&aacute;tano,masculine,quality,food,23,ser,0.51
7,es,amarillo,escritorio,masculine,color,furniture,24,ser,0.52
7,es,mexicano,manzana,feminine,nationality,food,25,ser,0.57
7,es,rojo,silla,feminine,color,furniture,26,ser,0.58
7,no es,corto,zanahoria,feminine,size,food,27,ser,0.59
7,no es,min&uacute;sculo,zanahoria,feminine,size,food,28,ser,0.6
8,no es,duro,ventilador,masculine,texture,furniture,3,ser,0.63
8,no es,mexicano,queso,masculine,nationality,food,4,ser,0.7
8,no es,viejo,tomate,masculine,age,food,5,ser,0.62
8,no es,espa&ntilde;ol,sof&aacute; ,masculine,nationality,furniture,6,ser,0.6
8,no es,fresco,sof&aacute; ,masculine,age,furniture,7,ser,0.73
8,es,morado,pl&aacute;tano,masculine,color,food,8,ser,0.71
8,no es,marr&oacute;n,silla,feminine,color,furniture,9,ser,0.66
8,es,bueno,queso,masculine,quality,food,10,ser,0.73
8,es,amarillo,silla,feminine,color,furniture,11,ser,0.64
8,es,americano,televisi&oacute;n ,feminine,nationality,furniture,12,ser,0.68
8,no es,rojo,ventilador,masculine,color,furniture,13,ser,0.68
8,es,nuevo,sof&aacute; ,masculine,age,furniture,14,ser,0.61
8,no es,liso,escritorio,masculine,texture,furniture,15,ser,0.57
8,es,verde,manzana,feminine,color,food,16,ser,0.57
8,es,grande,televisi&oacute;n ,feminine,size,furniture,17,ser,0.58
8,no es,corto,silla,feminine,size,furniture,18,ser,0.64
8,es,cuadrado,zanahoria,feminine,shape,food,19,ser,0.6
8,no es,largo,pl&aacute;tano,masculine,size,food,20,ser,0.65
8,est&aacute;,podrido,queso,masculine,age,food,21,estar,0.52
8,no es,suave,manzana,feminine,texture,food,22,ser,0.64
8,no es,malo,televisi&oacute;n ,feminine,quality,furniture,23,ser,0.63
8,es,azul,manzana,feminine,color,food,24,ser,0.62
8,no es,redondo,televisi&oacute;n ,feminine,shape,furniture,25,ser,0.61
8,es,peque&ntilde;o,manzana,feminine,size,food,26,ser,0.62
8,es,enorme,queso,masculine,size,food,27,ser,0.63
8,no es,min&uacute;sculo,pl&aacute;tano,masculine,size,food,28,ser,0.67
