workerid,firstutterance,predicate,noun,gender,class,nounclass,slide_number,copula,response
8,es,fresco,televisi&oacute;n ,feminine,age,furniture,14,ser,0.45
8,no es,morado,ventilador,masculine,color,furniture,15,ser,0.61
8,es,enorme,zanahoria,feminine,size,food,16,ser,0.43
8,es,amarillo,queso,masculine,color,food,17,ser,0.63
8,es,grande,manzana,feminine,size,food,18,ser,0.41
8,es,azul,sof&aacute; ,masculine,color,furniture,19,ser,0.61
8,no es,mexicano,escritorio,masculine,nationality,furniture,20,ser,0.43
8,es,cuadrado,televisi&oacute;n ,feminine,shape,furniture,21,ser,0.6
8,no es,americano,pl&aacute;tano,masculine,nationality,food,22,ser,0.43
8,no es,espa&ntilde;ol,zanahoria,feminine,nationality,food,23,ser,0.54
8,no es,peque&ntilde;o,silla,feminine,size,furniture,24,ser,0.4
8,es,suave,televisi&oacute;n ,feminine,texture,furniture,25,ser,0.55
8,es,liso,pl&aacute;tano,masculine,texture,food,26,ser,0.48
8,no es,verde,manzana,feminine,color,food,27,ser,0.61
8,es,rojo,pl&aacute;tano,masculine,color,food,28,ser,0.49
