workerid,firstutterance,predicate,noun,gender,class,nounclass,slide_number,copula,response
3,es,min&uacute;sculo,ventilador,masculine,size,furniture,13,ser,0.73
3,es,enorme,escritorio,masculine,size,furniture,14,ser,0.75
3,no es,corto,manzana,feminine,size,food,15,ser,0.6
3,es,viejo,escritorio,masculine,age,furniture,16,ser,0.95
3,es,marr&oacute;n,queso,masculine,color,food,17,ser,0.71
3,no es,cuadrado,manzana,feminine,shape,food,18,ser,0
3,no es,fresco,pl&aacute;tano,masculine,age,food,19,ser,0
3,no es,redondo,silla,feminine,shape,furniture,20,ser,0.02
3,es,liso,queso,masculine,texture,food,21,ser,0.44
3,no es,grande,pl&aacute;tano,masculine,size,food,22,ser,0.78
3,no es,bueno,zanahoria,feminine,quality,food,23,ser,0.76
3,no es,mexicano,sof&aacute; ,masculine,nationality,furniture,24,ser,0.04
3,es,rojo,tomate,masculine,color,food,25,ser,0.21
3,no es,suave,pl&aacute;tano,masculine,texture,food,26,ser,0.45
3,no est&aacute;,podrido,ventilador,masculine,age,furniture,27,estar,0.17
3,no es,malo,escritorio,masculine,quality,furniture,28,ser,0.86
4,es,duro,televisi&oacute;n ,feminine,texture,furniture,3,ser,0
4,no es,peque&ntilde;o,ventilador,masculine,size,furniture,4,ser,0
4,es,min&uacute;sculo,tomate,masculine,size,food,5,ser,1
4,es,suave,tomate,masculine,texture,food,6,ser,1
4,no es,fresco,ventilador,masculine,age,furniture,7,ser,1
4,no es,marr&oacute;n,televisi&oacute;n ,feminine,color,furniture,8,ser,0
4,no es,cuadrado,escritorio,masculine,shape,furniture,9,ser,0
4,no es,americano,queso,masculine,nationality,food,10,ser,1
4,es,liso,manzana,feminine,texture,food,11,ser,0
4,es,nuevo,manzana,feminine,age,food,12,ser,1
4,es,viejo,queso,masculine,age,food,13,ser,1
4,no es,largo,silla,feminine,size,furniture,14,ser,1
4,no es,morado,televisi&oacute;n ,feminine,color,furniture,15,ser,0
4,est&aacute;,podrido,ventilador,masculine,age,furniture,16,estar,1
4,no es,corto,zanahoria,feminine,size,food,17,ser,1
4,no es,rojo,zanahoria,feminine,color,food,18,ser,0
4,no es,enorme,escritorio,masculine,size,furniture,19,ser,1
4,no es,azul,televisi&oacute;n ,feminine,color,furniture,20,ser,0
4,es,verde,pl&aacute;tano,masculine,color,food,21,ser,0
4,es,amarillo,ventilador,masculine,color,furniture,22,ser,0
4,es,malo,pl&aacute;tano,masculine,quality,food,23,ser,1
4,es,grande,ventilador,masculine,size,furniture,24,ser,1
4,es,bueno,televisi&oacute;n ,feminine,quality,furniture,25,ser,1
4,es,redondo,ventilador,masculine,shape,furniture,26,ser,0
4,no es,mexicano,escritorio,masculine,nationality,furniture,27,ser,0
4,es,espa&ntilde;ol,tomate,masculine,nationality,food,28,ser,0
5,es,redondo,silla,feminine,shape,furniture,3,ser,0.91
5,es,largo,tomate,masculine,size,food,4,ser,0.68
5,est&aacute;,podrido,escritorio,masculine,age,furniture,5,estar,0.73
5,no es,corto,queso,masculine,size,food,6,ser,0.79
5,no es,bueno,escritorio,masculine,quality,furniture,7,ser,0.71
5,no es,amarillo,ventilador,masculine,color,furniture,8,ser,0.71
5,es,malo,televisi&oacute;n ,feminine,quality,furniture,9,ser,0.74
5,no es,liso,pl&aacute;tano,masculine,texture,food,10,ser,0.73
5,es,grande,sof&aacute; ,masculine,size,furniture,11,ser,0.71
5,no es,verde,sof&aacute; ,masculine,color,furniture,12,ser,0.71
5,no es,enorme,zanahoria,feminine,size,food,13,ser,0.75
5,es,peque&ntilde;o,tomate,masculine,size,food,14,ser,0.72
5,no es,rojo,pl&aacute;tano,masculine,color,food,15,ser,0.7
5,no es,azul,queso,masculine,color,food,16,ser,0.73
5,no es,suave,manzana,feminine,texture,food,17,ser,0.71
5,es,min&uacute;sculo,televisi&oacute;n ,feminine,size,furniture,18,ser,0.71
5,no es,morado,escritorio,masculine,color,furniture,19,ser,0.69
5,no es,mexicano,sof&aacute; ,masculine,nationality,furniture,20,ser,0.67
5,no es,marr&oacute;n,pl&aacute;tano,masculine,color,food,21,ser,0.69
5,no es,espa&ntilde;ol,escritorio,masculine,nationality,furniture,22,ser,0.7
5,no es,duro,queso,masculine,texture,food,23,ser,0.7
5,no es,nuevo,silla,feminine,age,furniture,24,ser,0.73
5,no es,cuadrado,queso,masculine,shape,food,25,ser,0.69
5,no es,americano,manzana,feminine,nationality,food,26,ser,0.69
5,es,fresco,ventilador,masculine,age,furniture,27,ser,0.67
5,es,viejo,sof&aacute; ,masculine,age,furniture,28,ser,0.64
6,no es,suave,escritorio,masculine,texture,furniture,3,ser,0.63
6,no es,azul,pl&aacute;tano,masculine,color,food,4,ser,0.69
6,no es,duro,zanahoria,feminine,texture,food,5,ser,0.76
6,no es,morado,manzana,feminine,color,food,6,ser,0.81
6,es,mexicano,queso,masculine,nationality,food,7,ser,0.79
6,est&aacute;,podrido,silla,feminine,age,furniture,8,estar,0.75
6,no es,largo,zanahoria,feminine,size,food,9,ser,0.72
6,es,cuadrado,tomate,masculine,shape,food,10,ser,0.65
6,es,nuevo,ventilador,masculine,age,furniture,11,ser,0.67
6,es,grande,pl&aacute;tano,masculine,size,food,12,ser,0.76
6,no es,redondo,sof&aacute; ,masculine,shape,furniture,13,ser,0.75
6,no es,enorme,televisi&oacute;n ,feminine,size,furniture,14,ser,0.74
6,no es,americano,pl&aacute;tano,masculine,nationality,food,15,ser,0.73
6,no es,amarillo,manzana,feminine,color,food,16,ser,0.73
6,es,peque&ntilde;o,ventilador,masculine,size,furniture,17,ser,0.74
6,no es,malo,zanahoria,feminine,quality,food,18,ser,0.64
6,es,min&uacute;sculo,queso,masculine,size,food,19,ser,0.78
6,es,verde,zanahoria,feminine,color,food,20,ser,0.76
6,no es,viejo,escritorio,masculine,age,furniture,21,ser,0.8
6,no es,espa&ntilde;ol,ventilador,masculine,nationality,furniture,22,ser,0.76
6,no es,fresco,pl&aacute;tano,masculine,age,food,23,ser,0.78
6,es,corto,tomate,masculine,size,food,24,ser,0.8
6,no es,rojo,tomate,masculine,color,food,25,ser,0.76
6,es,marr&oacute;n,tomate,masculine,color,food,26,ser,0.76
6,es,bueno,sof&aacute; ,masculine,quality,furniture,27,ser,0.67
6,es,liso,tomate,masculine,texture,food,28,ser,0.69
7,es,espa&ntilde;ol,silla,feminine,nationality,furniture,3,ser,0.18
7,es,liso,televisi&oacute;n ,feminine,texture,furniture,4,ser,0.58
7,es,suave,zanahoria,feminine,texture,food,5,ser,0.33
7,no es,largo,ventilador,masculine,size,furniture,6,ser,0.76
7,no es,marr&oacute;n,ventilador,masculine,color,furniture,7,ser,0.55
7,no es,morado,sof&aacute; ,masculine,color,furniture,8,ser,0.88
7,es,viejo,silla,feminine,age,furniture,9,ser,0.24
7,es,bueno,manzana,feminine,quality,food,10,ser,0.57
7,no es,malo,escritorio,masculine,quality,furniture,11,ser,0.72
7,no es,cuadrado,sof&aacute; ,masculine,shape,furniture,12,ser,0.43
7,no es,amarillo,tomate,masculine,color,food,13,ser,0.72
7,es,duro,tomate,masculine,texture,food,14,ser,0.51
7,es,rojo,silla,feminine,color,furniture,15,ser,0.39
7,no es,enorme,manzana,feminine,size,food,16,ser,0.64
7,no es,americano,manzana,feminine,nationality,food,17,ser,0.39
7,es,grande,queso,masculine,size,food,18,ser,0.61
7,es,azul,queso,masculine,color,food,19,ser,0.47
7,no es,fresco,ventilador,masculine,age,furniture,20,ser,0.82
7,no est&aacute;,podrido,zanahoria,feminine,age,food,21,estar,0.32
7,no es,peque&ntilde;o,televisi&oacute;n ,feminine,size,furniture,22,ser,0.74
7,es,mexicano,escritorio,masculine,nationality,furniture,23,ser,0.43
7,no es,min&uacute;sculo,manzana,feminine,size,food,24,ser,0.74
7,es,redondo,pl&aacute;tano,masculine,shape,food,25,ser,0.31
7,no es,verde,manzana,feminine,color,food,26,ser,0.82
7,no es,corto,queso,masculine,size,food,27,ser,0.48
7,no es,nuevo,ventilador,masculine,age,furniture,28,ser,0.74
8,no es,rojo,silla,feminine,color,furniture,3,ser,0
8,es,espa&ntilde;ol,sof&aacute; ,masculine,nationality,furniture,4,ser,0.01
8,es,enorme,ventilador,masculine,size,furniture,5,ser,0.02
8,es,mexicano,queso,masculine,nationality,food,6,ser,0.02
8,no es,marr&oacute;n,tomate,masculine,color,food,7,ser,0.88
8,es,corto,pl&aacute;tano,masculine,size,food,8,ser,0.1
8,no es,suave,sof&aacute; ,masculine,texture,furniture,9,ser,0.08
8,es,bueno,manzana,feminine,quality,food,10,ser,0.95
8,no es,viejo,silla,feminine,age,furniture,11,ser,0.93
8,es,duro,queso,masculine,texture,food,12,ser,0.79
8,no es,redondo,ventilador,masculine,shape,furniture,13,ser,0.02
8,no es,peque&ntilde;o,televisi&oacute;n ,feminine,size,furniture,14,ser,0.94
8,no es,largo,sof&aacute; ,masculine,size,furniture,15,ser,0.93
8,es,malo,televisi&oacute;n ,feminine,quality,furniture,16,ser,0.91
8,es,liso,zanahoria,feminine,texture,food,17,ser,0.06
8,es,nuevo,silla,feminine,age,furniture,18,ser,0.01
8,es,verde,televisi&oacute;n ,feminine,color,furniture,19,ser,0.99
8,est&aacute;,podrido,ventilador,masculine,age,furniture,20,estar,0.95
8,no es,azul,silla,feminine,color,furniture,21,ser,0.99
8,no es,fresco,televisi&oacute;n ,feminine,age,furniture,22,ser,0.04
8,no es,grande,ventilador,masculine,size,furniture,23,ser,0.99
8,es,min&uacute;sculo,manzana,feminine,size,food,24,ser,0.97
8,no es,cuadrado,escritorio,masculine,shape,furniture,25,ser,0.02
8,es,morado,ventilador,masculine,color,furniture,26,ser,0.92
8,no es,americano,queso,masculine,nationality,food,27,ser,0.93
8,es,amarillo,manzana,feminine,color,food,28,ser,0.91
