workerid,firstutterance,predicate,noun,gender,class,nounclass,slide_number,copula,response
4,es,azul,manzana,feminine,color,food,26,ser,0.18
4,es,marr&oacute;n,queso,masculine,color,food,27,ser,0.2
4,es,viejo,zanahoria,feminine,age,food,28,ser,0.78
5,no es,mexicano,ventilador,masculine,nationality,furniture,3,ser,0.12
5,es,largo,queso,masculine,size,food,4,ser,0.85
5,es,malo,silla,feminine,quality,furniture,5,ser,0.97
5,no es,bueno,silla,feminine,quality,furniture,6,ser,0.97
5,es,marr&oacute;n,televisi&oacute;n ,feminine,color,furniture,7,ser,1
5,es,corto,ventilador,masculine,size,furniture,8,ser,0.94
5,no es,peque&ntilde;o,queso,masculine,size,food,9,ser,0.96
5,no es,fresco,escritorio,masculine,age,furniture,10,ser,0.74
5,no es,suave,televisi&oacute;n ,feminine,texture,furniture,11,ser,0.97
5,no es,verde,zanahoria,feminine,color,food,12,ser,0.88
5,es,amarillo,tomate,masculine,color,food,13,ser,0.77
5,es,duro,escritorio,masculine,texture,furniture,14,ser,0.54
5,no es,americano,sof&aacute; ,masculine,nationality,furniture,15,ser,0.1
5,es,liso,sof&aacute; ,masculine,texture,furniture,16,ser,0.89
5,no es,nuevo,escritorio,masculine,age,furniture,17,ser,0.74
5,no es,enorme,sof&aacute; ,masculine,size,furniture,18,ser,0.83
5,es,espa&ntilde;ol,escritorio,masculine,nationality,furniture,19,ser,0.2
5,es,redondo,tomate,masculine,shape,food,20,ser,0.83
5,es,viejo,zanahoria,feminine,age,food,21,ser,0.79
5,est&aacute;,podrido,manzana,feminine,age,food,22,estar,0.65
5,es,cuadrado,zanahoria,feminine,shape,food,23,ser,0.61
5,no es,rojo,queso,masculine,color,food,24,ser,0.55
5,es,morado,zanahoria,feminine,color,food,25,ser,0.54
5,no es,grande,queso,masculine,size,food,26,ser,0.84
5,no es,min&uacute;sculo,sof&aacute; ,masculine,size,furniture,27,ser,0.68
5,no es,azul,queso,masculine,color,food,28,ser,0.81
6,es,corto,escritorio,masculine,size,furniture,3,ser,0.8
6,es,azul,ventilador,masculine,color,furniture,4,ser,0.73
6,es,rojo,zanahoria,feminine,color,food,5,ser,0.85
6,es,min&uacute;sculo,televisi&oacute;n ,feminine,size,furniture,6,ser,0.52
6,no es,fresco,manzana,feminine,age,food,7,ser,0.89
6,no es,suave,televisi&oacute;n ,feminine,texture,furniture,8,ser,0.75
6,es,redondo,zanahoria,feminine,shape,food,9,ser,0.66
6,no es,liso,manzana,feminine,texture,food,10,ser,0.84
6,es,espa&ntilde;ol,ventilador,masculine,nationality,furniture,11,ser,0.76
6,no es,morado,sof&aacute; ,masculine,color,furniture,12,ser,0.65
6,es,verde,televisi&oacute;n ,feminine,color,furniture,13,ser,0.83
6,es,grande,queso,masculine,size,food,14,ser,0.79
6,es,malo,pl&aacute;tano,masculine,quality,food,15,ser,0.69
6,es,marr&oacute;n,manzana,feminine,color,food,16,ser,0.69
6,no es,amarillo,escritorio,masculine,color,furniture,17,ser,0.78
6,es,cuadrado,sof&aacute; ,masculine,shape,furniture,18,ser,0.64
6,es,peque&ntilde;o,escritorio,masculine,size,furniture,19,ser,0.67
6,no es,bueno,tomate,masculine,quality,food,20,ser,0.71
6,est&aacute;,podrido,zanahoria,feminine,age,food,21,estar,0.69
6,no es,mexicano,queso,masculine,nationality,food,22,ser,0.68
6,es,duro,pl&aacute;tano,masculine,texture,food,23,ser,0.74
6,no es,enorme,ventilador,masculine,size,furniture,24,ser,0.67
6,no es,largo,pl&aacute;tano,masculine,size,food,25,ser,0.68
6,es,americano,tomate,masculine,nationality,food,26,ser,0.7
6,es,viejo,queso,masculine,age,food,27,ser,0.74
6,no es,nuevo,televisi&oacute;n ,feminine,age,furniture,28,ser,0.71
7,no es,mexicano,queso,masculine,nationality,food,3,ser,0.7
7,es,amarillo,pl&aacute;tano,masculine,color,food,4,ser,0.77
7,est&aacute;,podrido,manzana,feminine,age,food,5,estar,0.73
7,es,morado,ventilador,masculine,color,furniture,6,ser,0.78
7,no es,peque&ntilde;o,silla,feminine,size,furniture,7,ser,0.77
7,no es,largo,silla,feminine,size,furniture,8,ser,0.77
7,no es,cuadrado,televisi&oacute;n ,feminine,shape,furniture,9,ser,0.78
7,es,espa&ntilde;ol,sof&aacute; ,masculine,nationality,furniture,10,ser,0.78
7,no es,grande,manzana,feminine,size,food,11,ser,0.75
7,es,liso,silla,feminine,texture,furniture,12,ser,0.79
7,es,viejo,escritorio,masculine,age,furniture,13,ser,0.79
7,no es,americano,pl&aacute;tano,masculine,nationality,food,14,ser,0.79
7,es,enorme,manzana,feminine,size,food,15,ser,0.8
7,es,bueno,silla,feminine,quality,furniture,16,ser,0.78
7,es,verde,pl&aacute;tano,masculine,color,food,17,ser,0.79
7,no es,rojo,sof&aacute; ,masculine,color,furniture,18,ser,0.79
7,es,malo,queso,masculine,quality,food,19,ser,0.82
7,es,redondo,silla,feminine,shape,furniture,20,ser,0.8
7,es,fresco,escritorio,masculine,age,furniture,21,ser,0.81
7,no es,duro,silla,feminine,texture,furniture,22,ser,0.8
7,es,min&uacute;sculo,escritorio,masculine,size,furniture,23,ser,0.8
7,no es,azul,tomate,masculine,color,food,24,ser,0.83
7,no es,corto,manzana,feminine,size,food,25,ser,0.8
7,no es,nuevo,silla,feminine,age,furniture,26,ser,0.83
7,no es,marr&oacute;n,tomate,masculine,color,food,27,ser,0.84
7,es,suave,zanahoria,feminine,texture,food,28,ser,0.82
8,no es,mexicano,escritorio,masculine,nationality,furniture,3,ser,0.76
8,no es,marr&oacute;n,pl&aacute;tano,masculine,color,food,4,ser,0.79
8,no es,enorme,televisi&oacute;n ,feminine,size,furniture,5,ser,0.85
8,no es,americano,tomate,masculine,nationality,food,6,ser,0.82
8,no es,suave,televisi&oacute;n ,feminine,texture,furniture,7,ser,0.87
8,es,peque&ntilde;o,zanahoria,feminine,size,food,8,ser,0.83
8,es,malo,zanahoria,feminine,quality,food,9,ser,0.9
8,es,morado,sof&aacute; ,masculine,color,furniture,10,ser,0.9
8,es,nuevo,televisi&oacute;n ,feminine,age,furniture,11,ser,0.87
8,es,min&uacute;sculo,zanahoria,feminine,size,food,12,ser,0.87
8,es,espa&ntilde;ol,zanahoria,feminine,nationality,food,13,ser,0.39
8,no es,redondo,ventilador,masculine,shape,furniture,14,ser,0.71
8,no es,amarillo,pl&aacute;tano,masculine,color,food,15,ser,0.74
8,es,largo,sof&aacute; ,masculine,size,furniture,16,ser,0.83
8,no es,cuadrado,pl&aacute;tano,masculine,shape,food,17,ser,0.8
8,no est&aacute;,podrido,queso,masculine,age,food,18,estar,0.77
8,es,viejo,televisi&oacute;n ,feminine,age,furniture,19,ser,0.79
8,no es,grande,tomate,masculine,size,food,20,ser,0.82
8,no es,azul,escritorio,masculine,color,furniture,21,ser,0.77
8,es,corto,zanahoria,feminine,size,food,22,ser,0.79
8,es,bueno,zanahoria,feminine,quality,food,23,ser,0.79
8,no es,verde,televisi&oacute;n ,feminine,color,furniture,24,ser,0.8
8,es,fresco,sof&aacute; ,masculine,age,furniture,25,ser,0.76
8,no es,rojo,televisi&oacute;n ,feminine,color,furniture,26,ser,0.84
8,es,liso,ventilador,masculine,texture,furniture,27,ser,0.79
8,es,duro,ventilador,masculine,texture,furniture,28,ser,0.8
