workerid,firstutterance,predicate,noun,gender,class,nounclass,slide_number,copula,response
4,no es,azul,silla,feminine,color,furniture,4,ser,0.52
4,es,min&uacute;sculo,queso,masculine,size,food,5,ser,0
4,no es,grande,manzana,feminine,size,food,6,ser,0
4,es,marr&oacute;n,zanahoria,feminine,color,food,7,ser,1
4,es,bueno,zanahoria,feminine,quality,food,8,ser,0
4,no es,malo,zanahoria,feminine,quality,food,9,ser,1
4,es,rojo,ventilador,masculine,color,furniture,10,ser,0
4,no es,corto,sof&aacute; ,masculine,size,furniture,11,ser,1
4,es,largo,escritorio,masculine,size,furniture,12,ser,1
4,es,cuadrado,queso,masculine,shape,food,13,ser,0
4,est&aacute;,podrido,pl&aacute;tano,masculine,age,food,14,estar,1
4,no es,americano,queso,masculine,nationality,food,15,ser,1
4,es,redondo,televisi&oacute;n ,feminine,shape,furniture,16,ser,1
4,no es,amarillo,televisi&oacute;n ,feminine,color,furniture,17,ser,1
4,es,espa&ntilde;ol,tomate,masculine,nationality,food,18,ser,1
4,no es,verde,pl&aacute;tano,masculine,color,food,19,ser,0
4,no es,peque&ntilde;o,pl&aacute;tano,masculine,size,food,20,ser,1
4,es,fresco,tomate,masculine,age,food,21,ser,1
4,es,liso,silla,feminine,texture,furniture,22,ser,1
4,no es,viejo,silla,feminine,age,furniture,23,ser,0.95
4,no es,suave,zanahoria,feminine,texture,food,24,ser,1
4,es,mexicano,sof&aacute; ,masculine,nationality,furniture,25,ser,0
4,es,enorme,televisi&oacute;n ,feminine,size,furniture,26,ser,1
4,no es,nuevo,zanahoria,feminine,age,food,27,ser,0
4,es,morado,queso,masculine,color,food,28,ser,0
5,no es,bueno,silla,feminine,quality,furniture,3,ser,1
5,no es,americano,sof&aacute; ,masculine,nationality,furniture,4,ser,0.35
5,es,fresco,escritorio,masculine,age,furniture,5,ser,0.44
5,es,malo,pl&aacute;tano,masculine,quality,food,6,ser,0.5
5,no es,rojo,escritorio,masculine,color,furniture,7,ser,0.55
5,es,redondo,escritorio,masculine,shape,furniture,8,ser,0.56
5,es,azul,silla,feminine,color,furniture,9,ser,0.57
5,no es,verde,tomate,masculine,color,food,10,ser,0.59
5,es,cuadrado,pl&aacute;tano,masculine,shape,food,11,ser,0.61
5,no es,duro,tomate,masculine,texture,food,12,ser,0.63
5,no es,espa&ntilde;ol,manzana,feminine,nationality,food,13,ser,0.66
5,no es,corto,queso,masculine,size,food,14,ser,0.63
5,no est&aacute;,podrido,queso,masculine,age,food,15,estar,0.64
5,no es,suave,manzana,feminine,texture,food,16,ser,0.64
5,no es,marr&oacute;n,sof&aacute; ,masculine,color,furniture,17,ser,0.65
5,es,grande,sof&aacute; ,masculine,size,furniture,18,ser,0.68
5,es,enorme,tomate,masculine,size,food,19,ser,0.69
5,no es,liso,sof&aacute; ,masculine,texture,furniture,20,ser,0.69
5,no es,amarillo,escritorio,masculine,color,furniture,21,ser,0.68
5,no es,peque&ntilde;o,zanahoria,feminine,size,food,22,ser,0.69
5,es,viejo,queso,masculine,age,food,23,ser,0.72
5,no es,nuevo,pl&aacute;tano,masculine,age,food,24,ser,0.71
5,no es,min&uacute;sculo,silla,feminine,size,furniture,25,ser,0.75
5,no es,largo,tomate,masculine,size,food,26,ser,0.66
5,no es,morado,zanahoria,feminine,color,food,27,ser,0.65
5,es,mexicano,escritorio,masculine,nationality,furniture,28,ser,0.67
6,no est&aacute;,podrido,queso,masculine,age,food,3,estar,0.7
6,es,corto,silla,feminine,size,furniture,4,ser,0.66
6,es,marr&oacute;n,queso,masculine,color,food,5,ser,0.62
6,no es,redondo,manzana,feminine,shape,food,6,ser,0.69
6,es,nuevo,manzana,feminine,age,food,7,ser,0.6
6,no es,cuadrado,manzana,feminine,shape,food,8,ser,0.73
6,es,peque&ntilde;o,ventilador,masculine,size,furniture,9,ser,0.53
6,no es,duro,ventilador,masculine,texture,furniture,10,ser,0.72
6,es,suave,manzana,feminine,texture,food,11,ser,0.46
6,no es,morado,escritorio,masculine,color,furniture,12,ser,0.66
6,no es,min&uacute;sculo,manzana,feminine,size,food,13,ser,0.35
6,no es,fresco,tomate,masculine,age,food,14,ser,0.6
6,es,enorme,silla,feminine,size,furniture,15,ser,0.35
6,no es,amarillo,sof&aacute; ,masculine,color,furniture,16,ser,0.63
6,no es,viejo,zanahoria,feminine,age,food,17,ser,0.35
6,no es,malo,escritorio,masculine,quality,furniture,18,ser,0.62
6,es,rojo,escritorio,masculine,color,furniture,19,ser,0.35
6,es,espa&ntilde;ol,sof&aacute; ,masculine,nationality,furniture,20,ser,0.63
6,no es,azul,silla,feminine,color,furniture,21,ser,0.34
6,es,mexicano,escritorio,masculine,nationality,furniture,22,ser,0.58
6,no es,grande,pl&aacute;tano,masculine,size,food,23,ser,0.43
6,no es,largo,sof&aacute; ,masculine,size,furniture,24,ser,0.62
6,no es,americano,manzana,feminine,nationality,food,25,ser,0.45
6,no es,liso,silla,feminine,texture,furniture,26,ser,0.62
6,es,bueno,escritorio,masculine,quality,furniture,27,ser,0.44
6,no es,verde,silla,feminine,color,furniture,28,ser,0.65
7,no es,largo,sof&aacute; ,masculine,size,furniture,3,ser,0.74
7,no es,espa&ntilde;ol,silla,feminine,nationality,furniture,4,ser,0.65
7,no es,azul,televisi&oacute;n ,feminine,color,furniture,5,ser,0.67
7,no es,cuadrado,escritorio,masculine,shape,furniture,6,ser,0.71
7,no es,viejo,manzana,feminine,age,food,7,ser,0.7
7,no es,morado,sof&aacute; ,masculine,color,furniture,8,ser,0.7
7,es,suave,sof&aacute; ,masculine,texture,furniture,9,ser,0.68
7,no est&aacute;,podrido,silla,feminine,age,furniture,10,estar,0.69
7,es,liso,pl&aacute;tano,masculine,texture,food,11,ser,0.74
7,es,amarillo,televisi&oacute;n ,feminine,color,furniture,12,ser,0.72
7,no es,rojo,ventilador,masculine,color,furniture,13,ser,0.54
7,no es,corto,sof&aacute; ,masculine,size,furniture,14,ser,0.36
7,no es,nuevo,silla,feminine,age,furniture,15,ser,0.54
7,no es,duro,pl&aacute;tano,masculine,texture,food,16,ser,0.68
7,no es,grande,escritorio,masculine,size,furniture,17,ser,0.57
7,es,verde,queso,masculine,color,food,18,ser,0.59
7,es,malo,queso,masculine,quality,food,19,ser,0.62
7,no es,peque&ntilde;o,sof&aacute; ,masculine,size,furniture,20,ser,0.63
7,es,mexicano,pl&aacute;tano,masculine,nationality,food,21,ser,0.63
7,no es,bueno,manzana,feminine,quality,food,22,ser,0.63
7,no es,americano,queso,masculine,nationality,food,23,ser,0.63
7,es,redondo,queso,masculine,shape,food,24,ser,0.64
7,no es,enorme,silla,feminine,size,furniture,25,ser,0.65
7,es,fresco,tomate,masculine,age,food,26,ser,0.63
7,es,marr&oacute;n,escritorio,masculine,color,furniture,27,ser,0.67
7,no es,min&uacute;sculo,zanahoria,feminine,size,food,28,ser,0.69
8,no es,verde,pl&aacute;tano,masculine,color,food,3,ser,0
8,no es,viejo,zanahoria,feminine,age,food,4,ser,0.02
8,es,espa&ntilde;ol,televisi&oacute;n ,feminine,nationality,furniture,5,ser,0.01
8,est&aacute;,podrido,ventilador,masculine,age,furniture,6,estar,0.08
8,es,min&uacute;sculo,televisi&oacute;n ,feminine,size,furniture,7,ser,0.07
8,no es,largo,manzana,feminine,size,food,8,ser,0.79
8,es,americano,sof&aacute; ,masculine,nationality,furniture,9,ser,0.06
8,no es,grande,televisi&oacute;n ,feminine,size,furniture,10,ser,0.09
8,es,nuevo,escritorio,masculine,age,furniture,11,ser,0.08
8,no es,mexicano,queso,masculine,nationality,food,12,ser,0.06
8,es,peque&ntilde;o,zanahoria,feminine,size,food,13,ser,0.09
8,no es,azul,pl&aacute;tano,masculine,color,food,14,ser,0.05
8,no es,cuadrado,sof&aacute; ,masculine,shape,furniture,15,ser,0.06
8,no es,malo,silla,feminine,quality,furniture,16,ser,0.07
8,es,marr&oacute;n,queso,masculine,color,food,17,ser,0.07
8,no es,amarillo,silla,feminine,color,furniture,18,ser,0.91
8,es,enorme,pl&aacute;tano,masculine,size,food,19,ser,0.19
8,no es,rojo,queso,masculine,color,food,20,ser,0.06
8,es,duro,pl&aacute;tano,masculine,texture,food,21,ser,0.26
8,no es,morado,escritorio,masculine,color,furniture,22,ser,0.03
8,no es,suave,tomate,masculine,texture,food,23,ser,0.95
8,es,fresco,ventilador,masculine,age,furniture,24,ser,0.77
8,no es,liso,queso,masculine,texture,food,25,ser,0.84
8,es,corto,tomate,masculine,size,food,26,ser,0.85
8,es,bueno,silla,feminine,quality,furniture,27,ser,0.05
8,es,redondo,tomate,masculine,shape,food,28,ser,0
