workerid,firstutterance,predicate,noun,gender,class,nounclass,slide_number,copula,response
6,es,mexicano,zanahoria,feminine,nationality,food,19,ser,0.76
6,no es,azul,escritorio,masculine,color,furniture,20,ser,0.74
6,es,peque&ntilde;o,televisi&oacute;n ,feminine,size,furniture,21,ser,0.76
6,es,amarillo,pl&aacute;tano,masculine,color,food,22,ser,0.79
6,es,marr&oacute;n,sof&aacute; ,masculine,color,furniture,23,ser,0.73
6,es,americano,pl&aacute;tano,masculine,nationality,food,24,ser,0.74
6,no es,morado,tomate,masculine,color,food,25,ser,0.76
6,no es,malo,queso,masculine,quality,food,26,ser,0.79
6,es,largo,ventilador,masculine,size,furniture,27,ser,0.74
6,no es,duro,ventilador,masculine,texture,furniture,28,ser,0.76
7,es,redondo,tomate,masculine,shape,food,3,ser,0.84
7,es,amarillo,ventilador,masculine,color,furniture,4,ser,0.89
7,no es,fresco,silla,feminine,age,furniture,5,ser,0.73
7,es,grande,pl&aacute;tano,masculine,size,food,6,ser,0.86
7,no es,espa&ntilde;ol,manzana,feminine,nationality,food,7,ser,0.84
7,es,nuevo,silla,feminine,age,furniture,8,ser,0.93
7,es,azul,ventilador,masculine,color,furniture,9,ser,0.92
7,es,min&uacute;sculo,televisi&oacute;n ,feminine,size,furniture,10,ser,0.85
7,es,rojo,televisi&oacute;n ,feminine,color,furniture,11,ser,0.91
7,no es,suave,escritorio,masculine,texture,furniture,12,ser,0.79
7,es,verde,sof&aacute; ,masculine,color,furniture,13,ser,0.92
7,es,duro,queso,masculine,texture,food,14,ser,0.87
7,no es,cuadrado,sof&aacute; ,masculine,shape,furniture,15,ser,0.9
7,no es,morado,sof&aacute; ,masculine,color,furniture,16,ser,0.56
7,no es,mexicano,queso,masculine,nationality,food,17,ser,0.82
7,no es,malo,ventilador,masculine,quality,furniture,18,ser,0.91
7,no es,liso,manzana,feminine,texture,food,19,ser,0.84
7,est&aacute;,podrido,zanahoria,feminine,age,food,20,estar,0.92
7,es,bueno,sof&aacute; ,masculine,quality,furniture,21,ser,0.8
7,no es,peque&ntilde;o,ventilador,masculine,size,furniture,22,ser,0.94
7,no es,corto,pl&aacute;tano,masculine,size,food,23,ser,0.82
7,es,marr&oacute;n,tomate,masculine,color,food,24,ser,0.87
7,es,largo,ventilador,masculine,size,furniture,25,ser,0.92
7,es,viejo,tomate,masculine,age,food,26,ser,0.89
7,es,enorme,sof&aacute; ,masculine,size,furniture,27,ser,0.77
7,es,americano,queso,masculine,nationality,food,28,ser,0.88
8,no es,corto,pl&aacute;tano,masculine,size,food,3,ser,0.05
8,no est&aacute;,podrido,manzana,feminine,age,food,4,estar,0.98
8,es,malo,sof&aacute; ,masculine,quality,furniture,5,ser,0.03
8,es,enorme,escritorio,masculine,size,furniture,6,ser,0.09
8,no es,espa&ntilde;ol,silla,feminine,nationality,furniture,7,ser,1
8,es,viejo,manzana,feminine,age,food,8,ser,0.94
8,no es,peque&ntilde;o,pl&aacute;tano,masculine,size,food,9,ser,0.11
8,es,azul,televisi&oacute;n ,feminine,color,furniture,10,ser,0.96
8,no es,suave,pl&aacute;tano,masculine,texture,food,11,ser,0.24
8,es,min&uacute;sculo,tomate,masculine,size,food,12,ser,0.15
8,es,morado,televisi&oacute;n ,feminine,color,furniture,13,ser,0.07
8,es,redondo,televisi&oacute;n ,feminine,shape,furniture,14,ser,0.06
8,no es,cuadrado,televisi&oacute;n ,feminine,shape,furniture,15,ser,0.05
8,es,liso,escritorio,masculine,texture,furniture,16,ser,0.04
8,no es,rojo,pl&aacute;tano,masculine,color,food,17,ser,0.89
8,no es,fresco,televisi&oacute;n ,feminine,age,furniture,18,ser,0.96
8,no es,largo,silla,feminine,size,furniture,19,ser,0.13
8,es,americano,ventilador,masculine,nationality,furniture,20,ser,0.06
8,es,verde,manzana,feminine,color,food,21,ser,0.11
8,no es,marr&oacute;n,pl&aacute;tano,masculine,color,food,22,ser,0.08
8,no es,mexicano,queso,masculine,nationality,food,23,ser,0.96
8,es,grande,sof&aacute; ,masculine,size,furniture,24,ser,0.99
8,no es,nuevo,escritorio,masculine,age,furniture,25,ser,0.94
8,es,amarillo,zanahoria,feminine,color,food,26,ser,0.95
8,no es,duro,zanahoria,feminine,texture,food,27,ser,0.11
8,no es,bueno,silla,feminine,quality,furniture,28,ser,0.11
