workerid,firstutterance,predicate,noun,gender,class,nounclass,slide_number,copula,response
3,no es,suave,tomate,masculine,texture,food,21,ser,0.01
3,no es,azul,queso,masculine,color,food,22,ser,0.08
3,no es,liso,tomate,masculine,texture,food,23,ser,0.01
3,no es,amarillo,ventilador,masculine,color,furniture,24,ser,0.04
3,no est&aacute;,podrido,sof&aacute; ,masculine,age,furniture,25,estar,0.05
3,no es,largo,tomate,masculine,size,food,26,ser,0.03
3,es,viejo,manzana,feminine,age,food,27,ser,0.02
3,es,peque&ntilde;o,manzana,feminine,size,food,28,ser,0.05
4,es,americano,sof&aacute; ,masculine,nationality,furniture,3,ser,0.97
4,no es,corto,tomate,masculine,size,food,4,ser,0.97
4,no es,enorme,pl&aacute;tano,masculine,size,food,5,ser,0.98
4,es,morado,queso,masculine,color,food,6,ser,0.02
4,es,suave,zanahoria,feminine,texture,food,7,ser,0.96
4,no es,peque&ntilde;o,zanahoria,feminine,size,food,8,ser,0.03
4,es,verde,ventilador,masculine,color,furniture,9,ser,0.05
4,no es,bueno,sof&aacute; ,masculine,quality,furniture,10,ser,0.92
4,no es,min&uacute;sculo,silla,feminine,size,furniture,11,ser,0.04
4,es,redondo,sof&aacute; ,masculine,shape,furniture,12,ser,0.03
4,es,malo,pl&aacute;tano,masculine,quality,food,13,ser,0.98
4,es,azul,tomate,masculine,color,food,14,ser,0.01
4,es,viejo,escritorio,masculine,age,furniture,15,ser,0.02
4,no es,cuadrado,tomate,masculine,shape,food,16,ser,0.05
4,es,espa&ntilde;ol,ventilador,masculine,nationality,furniture,17,ser,0.98
4,es,fresco,escritorio,masculine,age,furniture,18,ser,0.55
4,no es,rojo,pl&aacute;tano,masculine,color,food,19,ser,0
4,no es,grande,ventilador,masculine,size,furniture,20,ser,0.35
4,es,amarillo,queso,masculine,color,food,21,ser,0.05
4,es,mexicano,tomate,masculine,nationality,food,22,ser,0.87
4,es,largo,escritorio,masculine,size,furniture,23,ser,0.18
4,no es,duro,queso,masculine,texture,food,24,ser,0.9
4,es,nuevo,queso,masculine,age,food,25,ser,0.33
4,es,marr&oacute;n,sof&aacute; ,masculine,color,furniture,26,ser,0.04
4,no es,liso,queso,masculine,texture,food,27,ser,0.32
4,est&aacute;,podrido,tomate,masculine,age,food,28,estar,0.02
