"","workerid","noun","nounclass","predicateposition","predicate","correctresponse","correctclass"
"105","vi. 65","sof&aacute; ","furniture","predicate1","suave",0.5,"texture"
"106","vi. 65","tomate","food","predicate1","peque&ntilde;o",0.38,"size"
"107","vi. 65","queso","food","predicate1","liso",0.26,"texture"
"108","vi. 65","manzana","food","predicate1","liso",0.33,"texture"
"109","vi. 65","ventilador","furniture","predicate1","largo",0.25,"size"
"110","vi. 65","sof&aacute; ","furniture","predicate1","grande",0.81,"size"
"111","vi. 65","televisi&oacute;n ","furniture","predicate1","largo",0.47,"size"
"112","vi. 65","manzana","food","predicate1","marr&oacute;n",0.16,"color"
"113","vi. 65","escritorio","furniture","predicate1","largo",0.28,"size"
"114","vi. 65","silla","furniture","predicate1","min&uacute;sculo",0.48,"size"
"115","vi. 65","pl&aacute;tano","food","predicate1","malo",0.5,"quality"
"116","vi. 65","silla","furniture","predicate1","espa&ntilde;ol",0.66,"nationality"
"117","vi. 65","pl&aacute;tano","food","predicate1","nuevo",0.29,"age"
"118","vi. 65","pl&aacute;tano","food","predicate1","redondo",0.31,"shape"
"119","vi. 65","silla","furniture","predicate1","bueno",0.5,"quality"
"120","vi. 65","silla","furniture","predicate1","nuevo",0.47,"age"
"121","vi. 65","ventilador","furniture","predicate1","marr&oacute;n",0.32,"color"
"122","vi. 65","ventilador","furniture","predicate1","suave",0.3,"texture"
"123","vi. 65","manzana","food","predicate1","cuadrado",0.48,"shape"
"124","vi. 65","pl&aacute;tano","food","predicate1","grande",0.48,"size"
"125","vi. 65","televisi&oacute;n ","furniture","predicate1","espa&ntilde;ol",0.74,"nationality"
"126","vi. 65","ventilador","furniture","predicate1","azul",0.67,"color"
"127","vi. 65","zanahoria","food","predicate1","espa&ntilde;ol",0.75,"nationality"
"128","vi. 65","ventilador","furniture","predicate1","suave",0.32,"texture"
"129","vi. 65","pl&aacute;tano","food","predicate1","cuadrado",0.5,"shape"
"130","vi. 65","manzana","food","predicate1","podrido",0.72,"age"
"131","0","ventilador","furniture","predicate1","podrido",0.07,"age"
"132","0","ventilador","furniture","predicate1","suave",0.88,"texture"
"133","0","televisi&oacute;n ","furniture","predicate1","fresco",1,"age"
"134","0","ventilador","furniture","predicate1","malo",0.23,"quality"
"135","0","tomate","food","predicate1","cuadrado",0.17,"shape"
"136","0","televisi&oacute;n ","furniture","predicate1","fresco",0.36,"age"
"137","0","sof&aacute; ","furniture","predicate1","enorme",0.84,"size"
"138","0","televisi&oacute;n ","furniture","predicate1","nuevo",0.8,"age"
"139","0","queso","food","predicate1","mexicano",0.77,"nationality"
"140","0","ventilador","furniture","predicate1","peque&ntilde;o",0.93,"size"
"141","0","manzana","food","predicate1","corto",0.05,"size"
"142","0","queso","food","predicate1","suave",0.9,"texture"
"143","0","silla","furniture","predicate1","duro",0.76,"texture"
"144","0","sof&aacute; ","furniture","predicate1","cuadrado",0.59,"shape"
"145","0","silla","furniture","predicate1","cuadrado",0.15,"shape"
"146","0","silla","furniture","predicate1","rojo",0.61,"color"
"147","0","queso","food","predicate1","fresco",0.08,"age"
"148","0","queso","food","predicate1","espa&ntilde;ol",0.2,"nationality"
"149","0","manzana","food","predicate1","amarillo",0.28,"color"
"150","0","manzana","food","predicate1","fresco",0.77,"age"
"151","0","manzana","food","predicate1","redondo",0.18,"shape"
"152","0","manzana","food","predicate1","fresco",0.84,"age"
"153","0","pl&aacute;tano","food","predicate1","min&uacute;sculo",0.74,"size"
"154","0","sof&aacute; ","furniture","predicate1","mexicano",0.79,"nationality"
"155","0","escritorio","furniture","predicate1","viejo",0.67,"age"
"156","0","queso","food","predicate1","morado",0.43,"color"
"157","3","queso","food","predicate1","bueno",1,"quality"
"158","3","pl&aacute;tano","food","predicate1","redondo",0.05,"shape"
"159","3","sof&aacute; ","furniture","predicate1","enorme",0.94,"size"
"160","3","televisi&oacute;n ","furniture","predicate1","morado",0.04,"color"
"161","3","queso","food","predicate1","suave",0.02,"texture"
"162","3","pl&aacute;tano","food","predicate1","amarillo",0.96,"color"
"163","3","ventilador","furniture","predicate1","nuevo",0.97,"age"
"164","3","pl&aacute;tano","food","predicate1","redondo",0.04,"shape"
"165","3","escritorio","furniture","predicate1","duro",0.97,"texture"
"166","3","sof&aacute; ","furniture","predicate1","cuadrado",0.98,"shape"
"167","3","silla","furniture","predicate1","mexicano",0.04,"nationality"
"168","3","televisi&oacute;n ","furniture","predicate1","cuadrado",0.96,"shape"
"169","3","ventilador","furniture","predicate1","nuevo",0.03,"age"
"170","3","televisi&oacute;n ","furniture","predicate1","podrido",0.01,"age"
"171","3","silla","furniture","predicate1","nuevo",0.96,"age"
"172","3","televisi&oacute;n ","furniture","predicate1","americano",0,"nationality"
"173","3","televisi&oacute;n ","furniture","predicate1","espa&ntilde;ol",0.03,"nationality"
"174","3","silla","furniture","predicate1","americano",0.02,"nationality"
"175","3","sof&aacute; ","furniture","predicate1","cuadrado",0.05,"shape"
"176","3","manzana","food","predicate1","americano",0.04,"nationality"
"177","3","ventilador","furniture","predicate1","redondo",0.02,"shape"
"178","3","televisi&oacute;n ","furniture","predicate1","morado",0.04,"color"
"179","3","manzana","food","predicate1","min&uacute;sculo",0.95,"size"
"180","3","manzana","food","predicate1","mexicano",0.01,"nationality"
"181","3","pl&aacute;tano","food","predicate1","rojo",0.99,"color"
"182","3","manzana","food","predicate1","marr&oacute;n",0.04,"color"
"183","6","sof&aacute; ","furniture","predicate1","cuadrado",0,"shape"
"184","6","manzana","food","predicate1","enorme",1,"size"
"185","6","tomate","food","predicate1","viejo",0.88,"age"
"186","6","televisi&oacute;n ","furniture","predicate1","espa&ntilde;ol",1,"nationality"
"187","6","zanahoria","food","predicate1","bueno",1,"quality"
"188","6","silla","furniture","predicate1","americano",0.01,"nationality"
"189","6","sof&aacute; ","furniture","predicate1","min&uacute;sculo",0.21,"size"
"190","6","sof&aacute; ","furniture","predicate1","redondo",0.88,"shape"
"191","6","zanahoria","food","predicate1","min&uacute;sculo",0.96,"size"
"192","6","silla","furniture","predicate1","americano",0,"nationality"
"193","6","manzana","food","predicate1","bueno",0,"quality"
"194","6","tomate","food","predicate1","peque&ntilde;o",1,"size"
"195","6","sof&aacute; ","furniture","predicate1","cuadrado",0.13,"shape"
"196","6","televisi&oacute;n ","furniture","predicate1","enorme",0.77,"size"
"197","6","tomate","food","predicate1","enorme",1,"size"
"198","6","queso","food","predicate1","redondo",0.99,"shape"
"199","6","ventilador","furniture","predicate1","nuevo",1,"age"
"200","6","pl&aacute;tano","food","predicate1","rojo",1,"color"
"201","6","silla","furniture","predicate1","largo",0.69,"size"
"202","6","sof&aacute; ","furniture","predicate1","liso",0.99,"texture"
"203","6","tomate","food","predicate1","bueno",0,"quality"
"204","6","ventilador","furniture","predicate1","duro",0.19,"texture"
"205","6","televisi&oacute;n ","furniture","predicate1","malo",0.74,"quality"
"206","6","ventilador","furniture","predicate1","mexicano",0.87,"nationality"
"207","6","ventilador","furniture","predicate1","mexicano",0.68,"nationality"
"208","6","ventilador","furniture","predicate1","corto",0.98,"size"
"209","7","zanahoria","food","predicate1","suave",0.74,"texture"
"210","7","manzana","food","predicate1","bueno",0.96,"quality"
"211","7","silla","furniture","predicate1","malo",0.95,"quality"
"212","7","ventilador","furniture","predicate1","malo",0.62,"quality"
"213","7","silla","furniture","predicate1","americano",0.14,"nationality"
"214","7","televisi&oacute;n ","furniture","predicate1","mexicano",0.79,"nationality"
"215","7","queso","food","predicate1","fresco",0.01,"age"
"216","7","ventilador","furniture","predicate1","americano",1,"nationality"
"217","7","tomate","food","predicate1","verde",0.99,"color"
"218","7","zanahoria","food","predicate1","azul",0.82,"color"
"219","7","zanahoria","food","predicate1","amarillo",0.73,"color"
"220","7","sof&aacute; ","furniture","predicate1","cuadrado",0.05,"shape"
"221","7","televisi&oacute;n ","furniture","predicate1","azul",0.68,"color"
"222","7","escritorio","furniture","predicate1","nuevo",0.84,"age"
"223","7","manzana","food","predicate1","enorme",0.84,"size"
"224","7","tomate","food","predicate1","espa&ntilde;ol",0.81,"nationality"
"225","7","zanahoria","food","predicate1","americano",0.85,"nationality"
"226","7","pl&aacute;tano","food","predicate1","marr&oacute;n",0.13,"color"
"227","7","silla","furniture","predicate1","mexicano",0.78,"nationality"
"228","7","zanahoria","food","predicate1","peque&ntilde;o",0.75,"size"
"229","7","sof&aacute; ","furniture","predicate1","grande",0.83,"size"
"230","7","escritorio","furniture","predicate1","fresco",0.14,"age"
"231","7","pl&aacute;tano","food","predicate1","amarillo",0.76,"color"
"232","7","televisi&oacute;n ","furniture","predicate1","amarillo",0.2,"color"
"233","7","silla","furniture","predicate1","duro",0.77,"texture"
"234","7","pl&aacute;tano","food","predicate1","cuadrado",0.19,"shape"
"235","8","silla","furniture","predicate1","morado",0,"color"
"236","8","manzana","food","predicate1","espa&ntilde;ol",1,"nationality"
"237","8","televisi&oacute;n ","furniture","predicate1","redondo",1,"shape"
"238","8","sof&aacute; ","furniture","predicate1","suave",1,"texture"
"239","8","zanahoria","food","predicate1","fresco",1,"age"
"240","8","pl&aacute;tano","food","predicate1","podrido",1,"age"
"241","8","queso","food","predicate1","suave",0,"texture"
"242","8","manzana","food","predicate1","bueno",1,"quality"
"243","8","televisi&oacute;n ","furniture","predicate1","podrido",0,"age"
"244","8","zanahoria","food","predicate1","mexicano",1,"nationality"
"245","8","manzana","food","predicate1","peque&ntilde;o",0,"size"
"246","8","manzana","food","predicate1","azul",1,"color"
"247","8","ventilador","furniture","predicate1","peque&ntilde;o",0.99,"size"
"248","8","tomate","food","predicate1","podrido",0,"age"
"249","8","sof&aacute; ","furniture","predicate1","nuevo",1,"age"
"250","8","tomate","food","predicate1","peque&ntilde;o",0.03,"size"
"251","8","silla","furniture","predicate1","liso",1,"texture"
"252","8","silla","furniture","predicate1","bueno",0,"quality"
"253","8","zanahoria","food","predicate1","corto",0,"size"
"254","8","escritorio","furniture","predicate1","fresco",0,"age"
"255","8","manzana","food","predicate1","azul",0.99,"color"
"256","8","pl&aacute;tano","food","predicate1","malo",1,"quality"
"257","8","manzana","food","predicate1","marr&oacute;n",0,"color"
"258","8","pl&aacute;tano","food","predicate1","grande",1,"size"
"259","8","tomate","food","predicate1","cuadrado",0,"shape"
"260","8","silla","furniture","predicate1","suave",0,"texture"
"261","10","queso","food","predicate1","morado",0.22,"color"
"262","10","tomate","food","predicate1","nuevo",0.89,"age"
"263","10","sof&aacute; ","furniture","predicate1","marr&oacute;n",0.29,"color"
"264","10","silla","furniture","predicate1","espa&ntilde;ol",0.3,"nationality"
"265","10","escritorio","furniture","predicate1","mexicano",0.22,"nationality"
"266","10","ventilador","furniture","predicate1","amarillo",0.24,"color"
"267","10","escritorio","furniture","predicate1","bueno",0.19,"quality"
"268","10","tomate","food","predicate1","malo",0.85,"quality"
"269","10","escritorio","furniture","predicate1","viejo",0.83,"age"
"270","10","manzana","food","predicate1","suave",0.17,"texture"
"271","10","televisi&oacute;n ","furniture","predicate1","viejo",0.88,"age"
"272","10","ventilador","furniture","predicate1","rojo",0.78,"color"
"273","10","escritorio","furniture","predicate1","podrido",0.75,"age"
"274","10","escritorio","furniture","predicate1","enorme",0.78,"size"
"275","10","televisi&oacute;n ","furniture","predicate1","morado",0.25,"color"
"276","10","sof&aacute; ","furniture","predicate1","verde",0.85,"color"
"277","10","televisi&oacute;n ","furniture","predicate1","peque&ntilde;o",0.83,"size"
"278","10","queso","food","predicate1","malo",0.14,"quality"
"279","10","escritorio","furniture","predicate1","amarillo",0.78,"color"
"280","10","ventilador","furniture","predicate1","peque&ntilde;o",0.81,"size"
"281","10","pl&aacute;tano","food","predicate1","largo",0.78,"size"
"282","10","escritorio","furniture","predicate1","verde",0.78,"color"
"283","10","televisi&oacute;n ","furniture","predicate1","espa&ntilde;ol",0.24,"nationality"
"284","10","sof&aacute; ","furniture","predicate1","verde",0.84,"color"
"285","10","televisi&oacute;n ","furniture","predicate1","fresco",0.2,"age"
"286","10","silla","furniture","predicate1","bueno",0.83,"quality"
"287","11","televisi&oacute;n ","furniture","predicate1","podrido",0.15,"age"
"288","11","tomate","food","predicate1","azul",0.08,"color"
"289","11","ventilador","furniture","predicate1","liso",0.9,"texture"
"290","11","silla","furniture","predicate1","podrido",0.92,"age"
"291","11","queso","food","predicate1","rojo",0.91,"color"
"292","11","queso","food","predicate1","fresco",0.04,"age"
"293","11","silla","furniture","predicate1","morado",0.76,"color"
"294","11","manzana","food","predicate1","min&uacute;sculo",0.09,"size"
"295","11","televisi&oacute;n ","furniture","predicate1","malo",0.08,"quality"
"296","11","ventilador","furniture","predicate1","podrido",0.05,"age"
"297","11","queso","food","predicate1","grande",0,"size"
"298","11","tomate","food","predicate1","grande",0.07,"size"
"299","11","pl&aacute;tano","food","predicate1","enorme",0.94,"size"
"300","11","televisi&oacute;n ","furniture","predicate1","viejo",0.91,"age"
"301","11","televisi&oacute;n ","furniture","predicate1","espa&ntilde;ol",0.03,"nationality"
"302","11","zanahoria","food","predicate1","rojo",0.94,"color"
"303","11","silla","furniture","predicate1","malo",0.04,"quality"
"304","11","queso","food","predicate1","cuadrado",0.03,"shape"
"305","11","manzana","food","predicate1","duro",0.9,"texture"
"306","11","sof&aacute; ","furniture","predicate1","fresco",0.09,"age"
"307","11","sof&aacute; ","furniture","predicate1","grande",0.97,"size"
"308","11","silla","furniture","predicate1","malo",0.01,"quality"
"309","11","tomate","food","predicate1","fresco",0,"age"
"310","11","silla","furniture","predicate1","largo",0.91,"size"
"311","11","queso","food","predicate1","peque&ntilde;o",0.1,"size"
"312","11","ventilador","furniture","predicate1","espa&ntilde;ol",0.91,"nationality"
"313","14","queso","food","predicate1","redondo",1,"shape"
"314","14","silla","furniture","predicate1","suave",0.94,"texture"
"315","14","zanahoria","food","predicate1","grande",0.96,"size"
"316","14","silla","furniture","predicate1","grande",0,"size"
"317","14","silla","furniture","predicate1","min&uacute;sculo",1,"size"
"318","14","pl&aacute;tano","food","predicate1","morado",0,"color"
"319","14","manzana","food","predicate1","liso",0,"texture"
"320","14","queso","food","predicate1","liso",0,"texture"
"321","14","escritorio","furniture","predicate1","redondo",1,"shape"
"322","14","televisi&oacute;n ","furniture","predicate1","espa&ntilde;ol",0,"nationality"
"323","14","ventilador","furniture","predicate1","enorme",1,"size"
"324","14","escritorio","furniture","predicate1","viejo",1,"age"
"325","14","ventilador","furniture","predicate1","marr&oacute;n",0,"color"
"326","14","escritorio","furniture","predicate1","malo",0,"quality"
"327","14","pl&aacute;tano","food","predicate1","americano",1,"nationality"
"328","14","tomate","food","predicate1","podrido",0,"age"
"329","14","televisi&oacute;n ","furniture","predicate1","viejo",1,"age"
"330","14","pl&aacute;tano","food","predicate1","bueno",1,"quality"
"331","14","queso","food","predicate1","liso",1,"texture"
"332","14","pl&aacute;tano","food","predicate1","marr&oacute;n",0,"color"
"333","14","tomate","food","predicate1","viejo",1,"age"
"334","14","sof&aacute; ","furniture","predicate1","grande",1,"size"
"335","14","silla","furniture","predicate1","verde",0,"color"
"336","14","escritorio","furniture","predicate1","nuevo",0,"age"
"337","14","sof&aacute; ","furniture","predicate1","malo",1,"quality"
"338","14","ventilador","furniture","predicate1","suave",0,"texture"
"339","21","ventilador","furniture","predicate1","verde",0.92,"color"
"340","21","tomate","food","predicate1","marr&oacute;n",0.92,"color"
"341","21","televisi&oacute;n ","furniture","predicate1","mexicano",0.97,"nationality"
"342","21","tomate","food","predicate1","marr&oacute;n",0.14,"color"
"343","21","escritorio","furniture","predicate1","redondo",0.99,"shape"
"344","21","ventilador","furniture","predicate1","suave",0.03,"texture"
"345","21","televisi&oacute;n ","furniture","predicate1","bueno",0.97,"quality"
"346","21","zanahoria","food","predicate1","mexicano",0.97,"nationality"
"347","21","silla","furniture","predicate1","marr&oacute;n",0.88,"color"
"348","21","queso","food","predicate1","corto",0.95,"size"
"349","21","ventilador","furniture","predicate1","malo",0.02,"quality"
"350","21","pl&aacute;tano","food","predicate1","malo",0.04,"quality"
"351","21","sof&aacute; ","furniture","predicate1","peque&ntilde;o",0.02,"size"
"352","21","ventilador","furniture","predicate1","amarillo",0.01,"color"
"353","21","silla","furniture","predicate1","podrido",0.04,"age"
"354","21","escritorio","furniture","predicate1","mexicano",0.03,"nationality"
"355","21","sof&aacute; ","furniture","predicate1","fresco",0.05,"age"
"356","21","sof&aacute; ","furniture","predicate1","podrido",0.05,"age"
"357","21","televisi&oacute;n ","furniture","predicate1","viejo",0.07,"age"
"358","21","pl&aacute;tano","food","predicate1","amarillo",0.98,"color"
"359","21","tomate","food","predicate1","americano",0.97,"nationality"
"360","21","tomate","food","predicate1","viejo",0.95,"age"
"361","21","tomate","food","predicate1","americano",0.03,"nationality"
"362","21","sof&aacute; ","furniture","predicate1","bueno",0.05,"quality"
"363","21","silla","furniture","predicate1","espa&ntilde;ol",0.04,"nationality"
"364","21","silla","furniture","predicate1","corto",0.02,"size"
"365","26","ventilador","furniture","predicate1","mexicano",0.97,"nationality"
"366","26","escritorio","furniture","predicate1","duro",0.98,"texture"
"367","26","queso","food","predicate1","nuevo",0.03,"age"
"368","26","pl&aacute;tano","food","predicate1","podrido",0.03,"age"
"369","26","queso","food","predicate1","enorme",0.97,"size"
"370","26","tomate","food","predicate1","suave",0.03,"texture"
"371","26","televisi&oacute;n ","furniture","predicate1","rojo",0.96,"color"
"372","26","pl&aacute;tano","food","predicate1","bueno",0.99,"quality"
"373","26","sof&aacute; ","furniture","predicate1","min&uacute;sculo",0.98,"size"
"374","26","silla","furniture","predicate1","marr&oacute;n",0.02,"color"
"375","26","ventilador","furniture","predicate1","suave",0.98,"texture"
"376","26","manzana","food","predicate1","espa&ntilde;ol",0.96,"nationality"
"377","26","ventilador","furniture","predicate1","mexicano",0,"nationality"
"378","26","sof&aacute; ","furniture","predicate1","marr&oacute;n",0.01,"color"
"379","26","zanahoria","food","predicate1","suave",0.53,"texture"
"380","26","tomate","food","predicate1","americano",1,"nationality"
"381","26","queso","food","predicate1","rojo",0.49,"color"
"382","26","ventilador","furniture","predicate1","redondo",0.99,"shape"
"383","26","queso","food","predicate1","fresco",0.95,"age"
"384","26","escritorio","furniture","predicate1","marr&oacute;n",0.98,"color"
"385","26","sof&aacute; ","furniture","predicate1","azul",0.52,"color"
"386","26","tomate","food","predicate1","peque&ntilde;o",0.53,"size"
"387","26","televisi&oacute;n ","furniture","predicate1","azul",0.97,"color"
"388","26","televisi&oacute;n ","furniture","predicate1","malo",0.02,"quality"
"389","26","silla","furniture","predicate1","bueno",0.52,"quality"
"390","26","tomate","food","predicate1","malo",0.03,"quality"
"391","28","ventilador","furniture","predicate1","fresco",0.32,"age"
"392","28","queso","food","predicate1","grande",0.88,"size"
"393","28","queso","food","predicate1","min&uacute;sculo",0.82,"size"
"394","28","escritorio","furniture","predicate1","malo",0.49,"quality"
"395","28","zanahoria","food","predicate1","verde",0.78,"color"
"396","28","tomate","food","predicate1","azul",0.81,"color"
"397","28","zanahoria","food","predicate1","verde",0.25,"color"
"398","28","televisi&oacute;n ","furniture","predicate1","min&uacute;sculo",0.67,"size"
"399","28","televisi&oacute;n ","furniture","predicate1","redondo",0.29,"shape"
"400","28","queso","food","predicate1","podrido",0.16,"age"
"401","28","escritorio","furniture","predicate1","mexicano",0.87,"nationality"
"402","28","tomate","food","predicate1","podrido",0.11,"age"
"403","28","escritorio","furniture","predicate1","americano",0.86,"nationality"
"404","28","televisi&oacute;n ","furniture","predicate1","suave",0.09,"texture"
"405","28","pl&aacute;tano","food","predicate1","nuevo",0.89,"age"
"406","28","pl&aacute;tano","food","predicate1","liso",0.18,"texture"
"407","28","escritorio","furniture","predicate1","morado",0.87,"color"
"408","28","escritorio","furniture","predicate1","cuadrado",0.87,"shape"
"409","28","televisi&oacute;n ","furniture","predicate1","grande",0.89,"size"
"410","28","ventilador","furniture","predicate1","duro",0.13,"texture"
"411","28","silla","furniture","predicate1","redondo",0.52,"shape"
"412","28","escritorio","furniture","predicate1","podrido",0.13,"age"
"413","28","queso","food","predicate1","marr&oacute;n",0.15,"color"
"414","28","ventilador","furniture","predicate1","amarillo",0.42,"color"
"415","28","televisi&oacute;n ","furniture","predicate1","malo",0.14,"quality"
"416","28","zanahoria","food","predicate1","cuadrado",0.2,"shape"
